gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,ATC_Code,ATC_Category
NS4A,,,ChEMBL,32,inhibitor,,BOCEPREVIR,rxcui:1102129,BOCEPREVIR,True,False,False,,
THRA,hgnc:11796,THRA,ChEMBL,32,agonist,3.744765327,LEVOTHYROXINE SODIUM,rxcui:10582,LEVOTHYROXINE,True,False,False,,
BCHE,hgnc:983,BCHE,ChEMBL,32,inhibitor,1.179601078,RIVASTIGMINE TARTRATE,rxcui:994808,RIVASTIGMINE TARTRATE,True,False,False,,
HPD,hgnc:5147,HPD,ChEMBL,32,inhibitor,117.9601078,NITISINONE,rxcui:61805,NITISINONE,True,False,False,,
ACHE,hgnc:108,ACHE,ChEMBL,32,inhibitor,0.567115903,RIVASTIGMINE TARTRATE,rxcui:994808,RIVASTIGMINE TARTRATE,True,False,False,,
ADRB2,hgnc:286,ADRB2,ChEMBL,32,agonist,0.44681859,PIRBUTEROL ACETATE,rxcui:221142,PIRBUTEROL ACETATE,True,False,False,,
ADRB2,hgnc:286,ADRB2,ChEMBL,32,agonist,0.223409295,RITODRINE HYDROCHLORIDE,rxcui:105470,RITODRINE HYDROCHLORIDE,True,False,False,,
RPOB,,,ChEMBL,32,inhibitor,,RIFAMPIN,rxcui:9384,RIFAMPIN,True,False,False,,
RPOA,,,ChEMBL,32,inhibitor,,RIFAMPIN,rxcui:9384,RIFAMPIN,True,False,False,,
RPOC,,,ChEMBL,32,inhibitor,,RIFAMPIN,rxcui:9384,RIFAMPIN,True,False,False,,
RPOZ,,,ChEMBL,32,inhibitor,,RIFAMPIN,rxcui:9384,RIFAMPIN,True,False,False,,
RPOB,,,ChEMBL,32,inhibitor,,RIFAXIMIN,rxcui:35619,RIFAXIMIN,True,False,False,,
RPOA,,,ChEMBL,32,inhibitor,,RIFAXIMIN,rxcui:35619,RIFAXIMIN,True,False,False,,
RPOC,,,ChEMBL,32,inhibitor,,RIFAXIMIN,rxcui:35619,RIFAXIMIN,True,False,False,,
RPOZ,,,ChEMBL,32,inhibitor,,RIFAXIMIN,rxcui:35619,RIFAXIMIN,True,False,False,,
PDE3A,hgnc:8778,PDE3A,ChEMBL,32,inhibitor,0.382987363,DYPHYLLINE,rxcui:3714,DYPHYLLINE,True,False,False,R03DA02,Drugs for obstructive airway diseases
PDE3A,hgnc:8778,PDE3A,ChEMBL,32,inhibitor,0.382987363,DYPHYLLINE,rxcui:3714,DYPHYLLINE,True,False,False,,Xanthine Derivative (Bronchodilator)
GSC1,,,ChEMBL,32,inhibitor,,CASPOFUNGIN ACETATE,rxcui:140108,CASPOFUNGIN,True,False,False,,
GSC1,,,ChEMBL,32,inhibitor,,MICAFUNGIN SODIUM,rxcui:487070,MICAFUNGIN SODIUM,True,False,False,,
CTLA4,hgnc:2505,CTLA4,ChEMBL,32,inhibitor,1.146834381,IPILIMUMAB,rxcui:1094833,IPILIMUMAB,True,True,True,,
PBP4,,,ChEMBL,32,inhibitor,,CLOXACILLIN SODIUM,rxcui:9864,CLOXACILLIN SODIUM,True,False,False,,
PBPF,,,ChEMBL,32,inhibitor,,CLOXACILLIN SODIUM,rxcui:9864,CLOXACILLIN SODIUM,True,False,False,,
MECA,,,ChEMBL,32,inhibitor,,CLOXACILLIN SODIUM,rxcui:9864,CLOXACILLIN SODIUM,True,False,False,,
PBP2,,,ChEMBL,32,inhibitor,,CLOXACILLIN SODIUM,rxcui:9864,CLOXACILLIN SODIUM,True,False,False,,
PBPA,,,ChEMBL,32,inhibitor,,CLOXACILLIN SODIUM,rxcui:9864,CLOXACILLIN SODIUM,True,False,False,,
ERG11,,,ChEMBL,32,inhibitor,,OXICONAZOLE NITRATE,rxcui:32638,OXICONAZOLE,True,False,False,,
TLR7,hgnc:15631,TLR7,ChEMBL,32,inhibitor,1.474501347,HYDROXYCHLOROQUINE SULFATE,rxcui:153972,HYDROXYCHLOROQUINE SULFATE,True,False,False,,
SLC18A2,hgnc:10935,SLC18A2,ChEMBL,32,inhibitor,0.491500449,RESERPINE,rxcui:9260,RESERPINE,True,False,False,,
POL,hgnc:39043,ERVW-4,ChEMBL,32,inhibitor,0.351071749,INDINAVIR SULFATE,rxcui:203153,INDINAVIR SULFATE,True,False,False,,
P2RY12,hgnc:18124,P2RY12,ChEMBL,32,inhibitor,1.843126684,TICLOPIDINE HYDROCHLORIDE,rxcui:97,TICLOPIDINE HYDROCHLORIDE,True,False,False,,
CHRNE,hgnc:1966,CHRNE,ChEMBL,32,inhibitor,0.491500449,CISATRACURIUM BESYLATE,rxcui:136561,CISATRACURIUM BESYLATE,True,False,False,,
CHRNE,hgnc:1966,CHRNE,ChEMBL,32,inhibitor,0.655333932,METOCURINE IODIDE,rxcui:203206,METOCURINE IODIDE,True,False,False,,
CHRNE,hgnc:1966,CHRNE,ChEMBL,32,inhibitor,0.786400719,RAPACURONIUM BROMIDE,rxcui:228530,RAPACURONIUM BROMIDE,True,False,False,,
GLUCLX,,,ChEMBL,32,modulator,,IVERMECTIN,rxcui:6069,IVERMECTIN,True,False,False,,
ADH1B,hgnc:250,ADH1B,ChEMBL,32,inhibitor,14.74501347,FOMEPIZOLE,rxcui:15226,FOMEPIZOLE,True,False,False,,
CHRNB1,hgnc:1961,CHRNB1,ChEMBL,32,inhibitor,0.561714799,VECURONIUM BROMIDE,rxcui:11153,VECURONIUM BROMIDE,True,False,False,,
SLC6A4,hgnc:11050,SLC6A4,ChEMBL,32,inhibitor,0.110449539,SIBUTRAMINE HYDROCHLORIDE,rxcui:1294535,SIBUTRAMINE HYDROCHLORIDE,True,False,False,,
SLC6A4,hgnc:11050,SLC6A4,ChEMBL,32,inhibitor,0.05522477,METHAMPHETAMINE HYDROCHLORIDE,rxcui:6816,METHAMPHETAMINE,True,False,False,,
JAK2,hgnc:6192,JAK2,ChEMBL,32,inhibitor,0.331348617,TOFACITINIB CITRATE,rxcui:1357536,TOFACITINIB,True,False,True,,
JAK1,hgnc:6190,JAK1,ChEMBL,32,inhibitor,0.235920216,TOFACITINIB CITRATE,rxcui:1357536,TOFACITINIB,True,False,True,,
PTGER2,hgnc:9594,PTGER2,ChEMBL,32,agonist,2.457502246,DINOPROSTONE,rxcui:3478,DINOPROSTONE,True,False,False,,
PDE8B,hgnc:8794,PDE8B,ChEMBL,32,inhibitor,2.457502246,FLAVOXATE HYDROCHLORIDE,rxcui:142437,FLAVOXATE HYDROCHLORIDE,True,False,False,G04BD02,Urologicals
RARB,hgnc:9865,RARB,ChEMBL,32,agonist,1.301030601,TAZAROTENE,rxcui:83947,TAZAROTENE,True,False,False,,
RARA,hgnc:9864,RARA,ChEMBL,32,agonist,0.526607624,TAZAROTENE,rxcui:83947,TAZAROTENE,True,False,False,,
RXRA,hgnc:10477,RXRA,ChEMBL,32,agonist,0.699022861,BEXAROTENE,rxcui:233272,BEXAROTENE,True,False,True,,
GABRG1,hgnc:4086,GABRG1,ChEMBL,32,positive modulator,0.047259659,CLORAZEPATE DIPOTASSIUM,rxcui:2607,CLORAZEPATE DIPOTASSIUM,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.043883969,CLORAZEPATE DIPOTASSIUM,rxcui:2607,CLORAZEPATE DIPOTASSIUM,True,False,False,,
GABRA1,hgnc:4075,GABRA1,ChEMBL,32,positive modulator,0.035788868,CLORAZEPATE DIPOTASSIUM,rxcui:2607,CLORAZEPATE DIPOTASSIUM,True,False,False,,
GABRQ,hgnc:14454,GABRQ,ChEMBL,32,positive modulator,0.113861108,CHLORDIAZEPOXIDE,rxcui:2356,CHLORDIAZEPOXIDE,True,False,False,,
GABRB3,hgnc:4083,GABRB3,ChEMBL,32,positive modulator,0.104021259,CHLORDIAZEPOXIDE,rxcui:2356,CHLORDIAZEPOXIDE,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.100306214,CHLORDIAZEPOXIDE,rxcui:2356,CHLORDIAZEPOXIDE,True,False,False,,
GABRA2,hgnc:4076,GABRA2,ChEMBL,32,positive modulator,0.092590351,CHLORDIAZEPOXIDE,rxcui:2356,CHLORDIAZEPOXIDE,True,False,False,,
GABRA1,hgnc:4075,GABRA1,ChEMBL,32,positive modulator,0.063624654,ESZOPICLONE,rxcui:461016,ESZOPICLONE,True,False,False,,
GABRB1,hgnc:4081,GABRB1,ChEMBL,32,positive modulator,0.039959386,ESZOPICLONE,rxcui:461016,ESZOPICLONE,True,False,False,,
GABRE,hgnc:4085,GABRE,ChEMBL,32,positive modulator,0.042008585,ESZOPICLONE,rxcui:461016,ESZOPICLONE,True,False,False,,
GABRD,hgnc:4084,GABRD,ChEMBL,32,positive modulator,0.042554151,ESZOPICLONE,rxcui:461016,ESZOPICLONE,True,False,False,,
GABRG1,hgnc:4086,GABRG1,ChEMBL,32,positive modulator,0.075615454,TRIAZOLAM,rxcui:10767,TRIAZOLAM,True,False,False,,
GABRG2,hgnc:4087,GABRG2,ChEMBL,32,positive modulator,0.035107175,BUTALBITAL,rxcui:19860,BUTALBITAL,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.105321525,BUTALBITAL,rxcui:19860,BUTALBITAL,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.105321525,TALBUTAL,rxcui:89810,TALBUTAL,True,False,False,,
GABRG3,hgnc:4088,GABRG3,ChEMBL,32,positive modulator,0.088425868,LORAZEPAM,rxcui:6470,LORAZEPAM,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.043883969,ETHCHLORVYNOL,rxcui:4118,ETHCHLORVYNOL,True,False,False,,
GABRP,hgnc:4089,GABRP,ChEMBL,32,positive modulator,0.046661435,ETHCHLORVYNOL,rxcui:4118,ETHCHLORVYNOL,True,False,False,,
GABRB1,hgnc:4081,GABRB1,ChEMBL,32,positive modulator,0.023202224,ENFLURANE,rxcui:3920,ENFLURANE,True,False,False,,
GABRE,hgnc:4085,GABRE,ChEMBL,32,positive modulator,0.024392082,ENFLURANE,rxcui:3920,ENFLURANE,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.091583935,LORAZEPAM,rxcui:6470,LORAZEPAM,True,False,False,,
GABRB2,hgnc:4082,GABRB2,ChEMBL,32,positive modulator,0.085726823,ETHCHLORVYNOL,rxcui:4118,ETHCHLORVYNOL,True,False,False,,
GABRA3,hgnc:4077,GABRA3,ChEMBL,32,positive modulator,0.040958371,ETHCHLORVYNOL,rxcui:4118,ETHCHLORVYNOL,True,False,False,,
GABRA2,hgnc:4076,GABRA2,ChEMBL,32,positive modulator,0.040508279,METHOHEXITAL SODIUM,rxcui:91185,METHOHEXITAL SODIUM,True,False,False,,
GABRE,hgnc:4085,GABRE,ChEMBL,32,positive modulator,0.047259659,METHOHEXITAL SODIUM,rxcui:91185,METHOHEXITAL SODIUM,True,False,False,,
GABRB3,hgnc:4083,GABRB3,ChEMBL,32,positive modulator,0.045509301,METHOHEXITAL SODIUM,rxcui:91185,METHOHEXITAL SODIUM,True,False,False,,
GABRA6,hgnc:4080,GABRA6,ChEMBL,32,positive modulator,0.043883969,METHOHEXITAL SODIUM,rxcui:91185,METHOHEXITAL SODIUM,True,False,False,,
GABRB3,hgnc:4083,GABRB3,ChEMBL,32,positive modulator,0.060679068,MIDAZOLAM HYDROCHLORIDE,rxcui:203128,MIDAZOLAM HYDROCHLORIDE,True,False,False,,
GABRA4,hgnc:4078,GABRA4,ChEMBL,32,positive modulator,0.025688177,HALOTHANE,rxcui:5095,HALOTHANE,True,False,False,,
GABRA5,hgnc:4079,GABRA5,ChEMBL,32,positive modulator,0.02393671,HALOTHANE,rxcui:5095,HALOTHANE,True,False,False,,
GABRG1,hgnc:4086,GABRG1,ChEMBL,32,positive modulator,0.027005519,HALOTHANE,rxcui:5095,HALOTHANE,True,False,False,,
GABRG1,hgnc:4086,GABRG1,ChEMBL,32,positive modulator,0.047259659,TRICLOFOS SODIUM,rxcui:104696,TRICLOFOS SODIUM,True,False,False,,
GABRA5,hgnc:4079,GABRA5,ChEMBL,32,positive modulator,0.041889243,TRICLOFOS SODIUM,rxcui:104696,TRICLOFOS SODIUM,True,False,False,,
PARE,,,ChEMBL,32,inhibitor,,BESIFLOXACIN HYDROCHLORIDE,ncit:C76228,BESIFLOXACIN HYDROCHLORIDE,True,False,False,,
PARE,,,ChEMBL,32,inhibitor,,SPARFLOXACIN,rxcui:18469,SPARFLOXACIN,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,SULFANILAMIDE,rxcui:10184,SULFANILAMIDE,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,SULFACETAMIDE SODIUM,rxcui:82101,SULFACETAMIDE SODIUM,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,SULFISOXAZOLE DIOLAMINE,rxcui:10208,SULFISOXAZOLE DIOLAMINE,True,False,False,,
AVPR1B,hgnc:896,AVPR1B,ChEMBL,32,agonist,1.404286998,LYPRESSIN,rxcui:6531,LYPRESSIN,True,False,False,,
AVPR1A,hgnc:895,AVPR1A,ChEMBL,32,agonist,2.808573995,DESMOPRESSIN ACETATE,rxcui:3251,DESMOPRESSIN,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,SULFACETAMIDE,rxcui:10169,SULFACETAMIDE,True,False,False,,
FOLP,,,ChEMBL,32,inhibitor,,SULFAMETHIZOLE,rxcui:10179,SULFAMETHIZOLE,True,False,False,,
BLA,,,ChEMBL,32,inhibitor,,SULBACTAM SODIUM,rxcui:82100,SULBACTAM SODIUM,True,False,False,,
BLAT-3,,,ChEMBL,32,inhibitor,,SULBACTAM SODIUM,rxcui:82100,SULBACTAM SODIUM,True,False,False,,
BLAT-4,,,ChEMBL,32,inhibitor,,SULBACTAM SODIUM,rxcui:82100,SULBACTAM SODIUM,True,False,False,,
BLAT-5,,,ChEMBL,32,inhibitor,,SULBACTAM SODIUM,rxcui:82100,SULBACTAM SODIUM,True,False,False,,
BLAT-6,,,ChEMBL,32,inhibitor,,SULBACTAM SODIUM,rxcui:82100,SULBACTAM SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CARBENICILLIN INDANYL SODIUM,rxcui:56461,CARBENICILLIN INDANYL SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CARBENICILLIN INDANYL SODIUM,rxcui:56461,CARBENICILLIN INDANYL SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CARBENICILLIN INDANYL SODIUM,rxcui:56461,CARBENICILLIN INDANYL SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CARBENICILLIN INDANYL SODIUM,rxcui:56461,CARBENICILLIN INDANYL SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CARBENICILLIN INDANYL SODIUM,rxcui:56461,CARBENICILLIN INDANYL SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CARBENICILLIN INDANYL SODIUM,rxcui:56461,CARBENICILLIN INDANYL SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CARBENICILLIN INDANYL SODIUM,rxcui:56461,CARBENICILLIN INDANYL SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFUROXIME SODIUM,rxcui:204144,CEFUROXIME SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFUROXIME SODIUM,rxcui:204144,CEFUROXIME SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFUROXIME SODIUM,rxcui:204144,CEFUROXIME SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFUROXIME SODIUM,rxcui:204144,CEFUROXIME SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFUROXIME SODIUM,rxcui:204144,CEFUROXIME SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFUROXIME SODIUM,rxcui:204144,CEFUROXIME SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFUROXIME SODIUM,rxcui:204144,CEFUROXIME SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,PENICILLIN V,rxcui:7984,PENICILLIN V,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,PENICILLIN V,rxcui:7984,PENICILLIN V,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,PENICILLIN V,rxcui:7984,PENICILLIN V,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,PENICILLIN V,rxcui:7984,PENICILLIN V,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,PENICILLIN V,rxcui:7984,PENICILLIN V,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,PENICILLIN V,rxcui:7984,PENICILLIN V,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,PENICILLIN V,rxcui:7984,PENICILLIN V,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,PENICILLIN V POTASSIUM,rxcui:203195,PENICILLIN V POTASSIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,PENICILLIN V POTASSIUM,rxcui:203195,PENICILLIN V POTASSIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,PENICILLIN V POTASSIUM,rxcui:203195,PENICILLIN V POTASSIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,PENICILLIN V POTASSIUM,rxcui:203195,PENICILLIN V POTASSIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,PENICILLIN V POTASSIUM,rxcui:203195,PENICILLIN V POTASSIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,PENICILLIN V POTASSIUM,rxcui:203195,PENICILLIN V POTASSIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,PENICILLIN V POTASSIUM,rxcui:203195,PENICILLIN V POTASSIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFOXITIN SODIUM,rxcui:203118,CEFOXITIN SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFPROZIL,rxcui:1546020,CEFPROZIL ANHYDROUS,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFPROZIL,rxcui:1546020,CEFPROZIL ANHYDROUS,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFPROZIL,rxcui:1546020,CEFPROZIL ANHYDROUS,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFPROZIL,rxcui:1546020,CEFPROZIL ANHYDROUS,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFPROZIL,rxcui:1546020,CEFPROZIL ANHYDROUS,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFPROZIL,rxcui:1546020,CEFPROZIL ANHYDROUS,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFPROZIL,rxcui:1546020,CEFPROZIL ANHYDROUS,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEPHALEXIN,rxcui:1299782,CEPHALEXIN ANHYDROUS,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEPHALEXIN,rxcui:1299782,CEPHALEXIN ANHYDROUS,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEPHALEXIN,rxcui:1299782,CEPHALEXIN ANHYDROUS,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEPHALEXIN,rxcui:1299782,CEPHALEXIN ANHYDROUS,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEPHALEXIN,rxcui:1299782,CEPHALEXIN ANHYDROUS,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEPHALEXIN,rxcui:1299782,CEPHALEXIN ANHYDROUS,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEPHALEXIN,rxcui:1299782,CEPHALEXIN ANHYDROUS,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFDINIR,rxcui:25037,CEFDINIR,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFDINIR,rxcui:25037,CEFDINIR,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFDINIR,rxcui:25037,CEFDINIR,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFDINIR,rxcui:25037,CEFDINIR,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFDINIR,rxcui:25037,CEFDINIR,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFDINIR,rxcui:25037,CEFDINIR,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFDINIR,rxcui:25037,CEFDINIR,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFMENOXIME HYDROCHLORIDE,ncit:C65296,CEFMENOXIME HYDROCHLORIDE,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFMENOXIME HYDROCHLORIDE,ncit:C65296,CEFMENOXIME HYDROCHLORIDE,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFMENOXIME HYDROCHLORIDE,ncit:C65296,CEFMENOXIME HYDROCHLORIDE,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFMENOXIME HYDROCHLORIDE,ncit:C65296,CEFMENOXIME HYDROCHLORIDE,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFMENOXIME HYDROCHLORIDE,ncit:C65296,CEFMENOXIME HYDROCHLORIDE,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFMENOXIME HYDROCHLORIDE,ncit:C65296,CEFMENOXIME HYDROCHLORIDE,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFMENOXIME HYDROCHLORIDE,ncit:C65296,CEFMENOXIME HYDROCHLORIDE,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFTRIAXONE SODIUM,rxcui:203172,CEFTRIAXONE SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFTRIAXONE SODIUM,rxcui:203172,CEFTRIAXONE SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFTRIAXONE SODIUM,rxcui:203172,CEFTRIAXONE SODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFTRIAXONE SODIUM,rxcui:203172,CEFTRIAXONE SODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFTRIAXONE SODIUM,rxcui:203172,CEFTRIAXONE SODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFTRIAXONE SODIUM,rxcui:203172,CEFTRIAXONE SODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFTRIAXONE SODIUM,rxcui:203172,CEFTRIAXONE SODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,CEFOTETAN DISODIUM,rxcui:203141,CEFOTETAN DISODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,CEFOTETAN DISODIUM,rxcui:203141,CEFOTETAN DISODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,CEFOTETAN DISODIUM,rxcui:203141,CEFOTETAN DISODIUM,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,CEFOTETAN DISODIUM,rxcui:203141,CEFOTETAN DISODIUM,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,CEFOTETAN DISODIUM,rxcui:203141,CEFOTETAN DISODIUM,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,CEFOTETAN DISODIUM,rxcui:203141,CEFOTETAN DISODIUM,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,CEFOTETAN DISODIUM,rxcui:203141,CEFOTETAN DISODIUM,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,AMPICILLIN SODIUM,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,AMPICILLIN SODIUM,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,AMPICILLIN SODIUM,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,AMPICILLIN SODIUM,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,AMPICILLIN SODIUM,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,AMPICILLIN SODIUM,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,AMPICILLIN SODIUM,rxcui:221058,AMPICILLIN (ANHYDROUS),True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,LORACARBEF,rxcui:28981,LORACARBEF,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,LORACARBEF,rxcui:28981,LORACARBEF,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,LORACARBEF,rxcui:28981,LORACARBEF,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,LORACARBEF,rxcui:28981,LORACARBEF,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,LORACARBEF,rxcui:28981,LORACARBEF,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,LORACARBEF,rxcui:28981,LORACARBEF,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,LORACARBEF,rxcui:28981,LORACARBEF,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,MEROPENEM,rxcui:1546029,MEROPENEM ANHYDROUS,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,MEROPENEM,rxcui:1546029,MEROPENEM ANHYDROUS,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,MEROPENEM,rxcui:1546029,MEROPENEM ANHYDROUS,True,False,False,,
MRCB,,,ChEMBL,32,inhibitor,,MEROPENEM,rxcui:1546029,MEROPENEM ANHYDROUS,True,False,False,,
DACA,,,ChEMBL,32,inhibitor,,MEROPENEM,rxcui:1546029,MEROPENEM ANHYDROUS,True,False,False,,
MRDA,,,ChEMBL,32,inhibitor,,MEROPENEM,rxcui:1546029,MEROPENEM ANHYDROUS,True,False,False,,
DACC,,,ChEMBL,32,inhibitor,,MEROPENEM,rxcui:1546029,MEROPENEM ANHYDROUS,True,False,False,,
DACB,,,ChEMBL,32,inhibitor,,PIPERACILLIN SODIUM,rxcui:203134,PIPERACILLIN SODIUM,True,False,False,,
FTSI,,,ChEMBL,32,inhibitor,,PIPERACILLIN SODIUM,rxcui:203134,PIPERACILLIN SODIUM,True,False,False,,
MRCA,,,ChEMBL,32,inhibitor,,PIPERACILLIN SODIUM,rxcui:203134,PIPERACILLIN SODIUM,True,False,False,,
